Global Volcanism Program - Volcanoes of the World 4.8.6,,,Basic List of Pleistocene Volcanoes,,Downloaded on 05 Mar 2020 at 10:51 AM,,,,,,,
Volcano Number,Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type,Tectonic Setting
305841,Unnamed,China,Unknown,,,Kamchatka and Mainland Asia,China (eastern),37,114.5,0,,Intraplate / Continental crust (>25 km)
305842,Taihangshanlu,China,Unknown,,,Kamchatka and Mainland Asia,China (eastern),38,113.75,0,,Intraplate / Continental crust (>25 km)
305843,Unnamed,China,Unknown,,,Kamchatka and Mainland Asia,China (eastern),38.75,115,0,,Intraplate / Continental crust (>25 km)
305844,Unnamed,China,Unknown,,,Kamchatka and Mainland Asia,China (eastern),39.25,113.52,0,,Unknown
305845,Chifeng,China,Unknown,,,Kamchatka and Mainland Asia,China (eastern),42.25,118.5,0,,Intraplate / Continental crust (>25 km)
305847,Nuomin,China,Pyroclastic cone(s),,,Kamchatka and Mainland Asia,China (eastern),49.617,123.717,906,,Unknown
305849,Jianshan,China,Shield,,,Kamchatka and Mainland Asia,China (eastern),48.891,125.615,399,,Unknown
305852,Dunhua,China,Unknown,,,Kamchatka and Mainland Asia,China (eastern),43.163,127.939,826,,Intraplate / Continental crust (>25 km)
305853,Yitong Group,China,Lava dome(s),,,Kamchatka and Mainland Asia,China (eastern),43.33,125.25,389,,Unknown
305854,Fanjiatung Group,China,Cone(s),,,Kamchatka and Mainland Asia,China (eastern),43.75,125.17,283,,Unknown
305855,Kuandian,China,Pyroclastic cone(s),,,Kamchatka and Mainland Asia,China (eastern),40.75,124.67,513,,Unknown
306800,Kilchu-Myongch'on,North Korea,Volcanic field,,,Kamchatka and Mainland Asia,Korea,41,129.7,0,,Intraplate / Continental crust (>25 km)
306801,Koksan-Singye,North Korea,Shield,,,Kamchatka and Mainland Asia,Korea,38.67,127.42,680,,Intraplate / Continental crust (>25 km)
311150,Sergief,United States,Stratovolcano,,,Alaska,Aleutian Islands,52.05,-174.95,560,,Subduction zone / Intermediate crust (15-25 km)
311800,Adagdak,United States,Stratovolcano,,,Alaska,Aleutian Islands,51.988,-176.592,610,,Subduction zone / Intermediate crust (15-25 km)
311801,Table Top,United States,Pyroclastic cone,,,Alaska,Aleutian Islands,53.967,-166.679,792,,Subduction zone / Intermediate crust (15-25 km)
311802,Wide Bay,United States,Pyroclastic cone,,,Alaska,Aleutian Islands,53.961,-166.615,640,,Subduction zone / Continental crust (>25 km)
311803,Gilbert,United States,Stratovolcano,,,Alaska,Aleutian Islands,54.25,-165.65,818,,Subduction zone / Intermediate crust (15-25 km)
312801,Trader Mountain,United States,Stratovolcano,,,Alaska,Alaska Peninsula,55.565,-161.944,775,,Subduction zone / Continental crust (>25 km)
312802,Stepovak Bay 1,United States,Stratovolcano,,,Alaska,Alaska Peninsula,55.868,-160.096,1320,,Subduction zone / Continental crust (>25 km)
312803,Blue Mountain,United States,Lava dome(s),,,Alaska,Alaska Peninsula,57.72,-157.83,541,,Subduction zone / Continental crust (>25 km)
312804,Gertrude Creek,United States,Pyroclastic cone,,,Alaska,Alaska Peninsula,58.034,-156.146,437,,Subduction zone / Continental crust (>25 km)
312805,Devils Desk,United States,Stratovolcano,,,Alaska,Alaska Peninsula,58.474,-154.306,1955,,Subduction zone / Continental crust (>25 km)
312806,Savonovski River Cluster,United States,Stratovolcano(es),,,Alaska,Alaska Peninsula,58.55,-154.5,1298,,Subduction zone / Continental crust (>25 km)
313800,Double Glacier,United States,Lava dome(s),,,Alaska,Alaska (southwestern),60.68,-152.62,1239,,Subduction zone / Continental crust (>25 km)
314020,Nunivak Island,United States,Shield,,,Alaska,Alaska (western),60.02,-166.33,511,,Intraplate / Continental crust (>25 km)
314050,Kookooligit Mountains,United States,Shield,,,Alaska,Alaska (western),63.6,-170.43,673,,Intraplate / Continental crust (>25 km)
314800,St. George,United States,Volcanic field,,,Alaska,Alaska (western),56.58,-169.58,288,,Intraplate / Continental crust (>25 km)
314801,Otter Island,United States,Unknown,,,Alaska,Alaska (western),57.05,-170.4,87,,Intraplate / Continental crust (>25 km)
314802,Walrus Island,United States,Unknown,,,Alaska,Alaska (western),57.18,-169.93,0,,Intraplate / Continental crust (>25 km)
314803,Togiak Valley,United States,Volcanic field,,,Alaska,Alaska (western),59.2,-160.08,300,,Intraplate / Continental crust (>25 km)
314804,Ingrichuak Hills,United States,Pyroclastic cone(s),,,Alaska,Alaska (western),62.22,-164.3,188,,Intraplate / Continental crust (>25 km)
314805,Selawik Hills,United States,Pyroclastic cone(s),,,Alaska,Alaska (western),66.033,-160.067,365,,Intraplate / Continental crust (>25 km)
314806,Espenberg,United States,Volcanic field,,,Alaska,Alaska (western),66.35,-164.33,243,,Intraplate / Continental crust (>25 km)
315010,Sanford,United States,Shield,,,Alaska,Alaska (eastern),62.213,-144.13,4959,,Intraplate / Continental crust (>25 km)
315021,Gordon,United States,Pyroclastic cone(s),,,Alaska,Alaska (eastern),62.13,-143.08,2755,,Subduction zone / Continental crust (>25 km)
315800,Prindle,United States,Pyroclastic cone,,,Alaska,Alaska (eastern),63.716,-141.634,1245,,Intraplate / Continental crust (>25 km)
315801,Capital,United States,Shield,,,Alaska,Alaska (eastern),62.43,-144.12,2356,,Subduction zone / Continental crust (>25 km)
315802,Jumbo Dome,United States,Lava dome,,,Alaska,Alaska (eastern),63.966,-148.685,1369,,Intraplate / Continental crust (>25 km)
315803,Drum,United States,Stratovolcano,,,Alaska,Alaska (eastern),62.12,-144.63,3661,,Intraplate / Continental crust (>25 km)
315804,Tanada,United States,Shield,,,Alaska,Alaska (eastern),62.3,-143.52,2816,,Subduction zone / Continental crust (>25 km)
315805,Jarvis,United States,Stratovolcano,,,Alaska,Alaska (eastern),62.024,-143.619,4112,,Subduction zone / Continental crust (>25 km)
315808,Basalt Knob,United States,Cone,,,Alaska,Alaska (eastern),58.03,-136.33,100,,Intraplate / Continental crust (>25 km)
315809,Skookum Creek,United States,Lava dome(s),,,Alaska,Alaska (eastern),62.4,-143.147,2172,,Intraplate / Continental crust (>25 km)
320130,Satah Mountain,Canada,Volcanic field,,,Canada and Western USA,Canada,52.417,-124.617,1923,,Intraplate / Continental crust (>25 km)
320135,Baldface Mountain,Canada,Volcanic field,,,Canada and Western USA,Canada,52.742,-124.458,1798,,Intraplate / Continental crust (>25 km)
320804,Kawdy Metah,Canada,Volcanic field,,,Canada and Western USA,Canada,59.02,-131.15,1950,,Intraplate / Continental crust (>25 km)
320805,Dark Mountain,Canada,Volcanic field,,,Canada and Western USA,Canada,58.52,-129.6,1972,,Intraplate / Continental crust (>25 km)
320806,Klastline Group,Canada,Pyroclastic cone(s),,,Canada and Western USA,Canada,57.88,-130.2,1980,,Unknown
320807,Hogum Range,Canada,Volcanic field,,,Canada and Western USA,Canada,56.15,-126.7,2020,,Intraplate / Continental crust (>25 km)
320808,Alice Arm,Canada,Volcanic field,,,Canada and Western USA,Canada,55.43,-129.37,0,,Intraplate / Continental crust (>25 km)
320809,Itcha Range,Canada,Shield,,,Canada and Western USA,Canada,52.667,-124.833,2371,,Intraplate / Continental crust (>25 km)
320810,Chilcotin Group-North,Canada,Volcanic field,,,Canada and Western USA,Canada,51.45,-122.33,1800,,Intraplate / Continental crust (>25 km)
320812,Squamish,Canada,Volcanic field,,,Canada and Western USA,Canada,49.65,-123.22,790,,Subduction zone / Continental crust (>25 km)
320813,Chilcotin Group-South,Canada,Volcanic field,,,Canada and Western USA,Canada,50.15,-119.62,2100,,Subduction zone / Continental crust (>25 km)
320817,Quesnel Cone Group,Canada,Pyroclastic cone(s),,,Canada and Western USA,Canada,52.5,-121.17,1646,,Intraplate / Continental crust (>25 km)
321800,Tumac Mountain,United States,Pyroclastic cone,,,Canada and Western USA,USA (Washington),46.713,-121.352,1932,,Subduction zone / Continental crust (>25 km)
321801,Goat Rocks,United States,Stratovolcano,,,Canada and Western USA,USA (Washington),46.5,-121.4,2494,,Subduction zone / Continental crust (>25 km)
321802,Marble Mountain,United States,Shield,,,Canada and Western USA,USA (Washington),46.109,-122.129,1255,,Subduction zone / Continental crust (>25 km)
321803,Simcoe,United States,Volcanic field,,,Canada and Western USA,USA (Washington),46.1,-120.9,1775,,Subduction zone / Continental crust (>25 km)
322130,Lava Mountain,United States,Volcanic field,,,Canada and Western USA,USA (Oregon),43.472,-120.754,1711,,Rift zone / Continental crust (>25 km)
322140,Four Craters Lava Field,United States,Volcanic field,,,Canada and Western USA,USA (Oregon),43.361,-120.669,1501,,Rift zone / Continental crust (>25 km)
322800,Boring Lava,United States,Volcanic field,,,Canada and Western USA,USA (Oregon),45.3,-122.5,1236,,Subduction zone / Continental crust (>25 km)
322801,Defiance,United States,Shield,,,Canada and Western USA,USA (Oregon),45.649,-121.723,1512,,Subduction zone / Continental crust (>25 km)
322802,Lost Lake Butte,United States,Shield,,,Canada and Western USA,USA (Oregon),45.496,-121.796,1362,,Subduction zone / Continental crust (>25 km)
322803,Wilson,United States,Shield(s),,,Canada and Western USA,USA (Oregon),45.066,-121.658,1707,,Subduction zone / Continental crust (>25 km)
322804,Olallie Butte,United States,Shield(s),,,Canada and Western USA,USA (Oregon),44.82,-121.75,2199,,Subduction zone / Continental crust (>25 km)
322805,Three Fingered Jack,United States,Shield(s),,,Canada and Western USA,USA (Oregon),44.48,-121.842,2390,,Subduction zone / Continental crust (>25 km)
322806,Black Butte,United States,Stratovolcano,,,Canada and Western USA,USA (Oregon),44.4,-121.63,1962,,Subduction zone / Continental crust (>25 km)
322807,Washington,United States,Shield,,,Canada and Western USA,USA (Oregon),44.332,-121.837,2376,,Subduction zone / Continental crust (>25 km)
322808,Black Crater,United States,Shield(s),,,Canada and Western USA,USA (Oregon),44.266,-121.749,2210,,Subduction zone / Continental crust (>25 km)
322809,Scott Mountain,United States,Shield,,,Canada and Western USA,USA (Oregon),44.241,-121.915,1864,,Subduction zone / Continental crust (>25 km)
322810,Tumalo,United States,Lava dome(s),,,Canada and Western USA,USA (Oregon),44.099,-121.541,1955,,Subduction zone / Continental crust (>25 km)
322811,Broken Top,United States,Stratovolcano,,,Canada and Western USA,USA (Oregon),44.08,-121.7,2797,,Subduction zone / Continental crust (>25 km)
322812,Williamson Mountain,United States,Shield(s),,,Canada and Western USA,USA (Oregon),43.924,-121.825,1921,,Subduction zone / Continental crust (>25 km)
322813,Irish Mountain,United States,Shield,,,Canada and Western USA,USA (Oregon),43.851,-121.975,2101,,Subduction zone / Continental crust (>25 km)
322814,Taylor Butte,United States,Shield,,,Canada and Western USA,USA (Oregon),43.805,-122.018,1775,,Subduction zone / Continental crust (>25 km)
322815,Cultus Mountain,United States,Shield,,,Canada and Western USA,USA (Oregon),43.819,-121.871,2060,,Subduction zone / Continental crust (>25 km)
322816,Wuksi Butte-Twin Lakes,United States,Volcanic field,,,Canada and Western USA,USA (Oregon),43.77,-121.77,1590,,Subduction zone / Continental crust (>25 km)
322817,Cupit Mary Mountain,United States,Shield,,,Canada and Western USA,USA (Oregon),43.731,-122.11,1879,,Subduction zone / Continental crust (>25 km)
322818,Fuji Mountain,United States,Shield(s),,,Canada and Western USA,USA (Oregon),43.659,-122.103,2177,,Subduction zone / Continental crust (>25 km)
322819,Maiden Peak,United States,Shield(s),,,Canada and Western USA,USA (Oregon),43.627,-121.965,2383,,Subduction zone / Continental crust (>25 km)
322820,Red Top Mountain,United States,Shield(s),,,Canada and Western USA,USA (Oregon),43.51,-122.03,2118,,Subduction zone / Continental crust (>25 km)
322821,Cowhorn Mountain,United States,Shield(s),,,Canada and Western USA,USA (Oregon),43.4,-122.054,2336,,Subduction zone / Continental crust (>25 km)
322822,Cappy Mountain,United States,Stratovolcano,,,Canada and Western USA,USA (Oregon),43.31,-121.979,2253,,Subduction zone / Continental crust (>25 km)
322823,China Hat-East Butte,United States,Lava dome(s),,,Canada and Western USA,USA (Oregon),43.681,-121.034,2004,,Rift zone / Continental crust (>25 km)
322824,Quartz Mountain,United States,Lava dome,,,Canada and Western USA,USA (Oregon),43.629,-120.899,1885,,Rift zone / Continental crust (>25 km)
322825,Fort Rock Volcanic Field,United States,Maar(s),,,Canada and Western USA,USA (Oregon),43.392,-121.142,1712,,Subduction zone / Continental crust (>25 km)
322826,Diamond Peak,United States,Shield,,,Canada and Western USA,USA (Oregon),43.521,-122.148,2665,,Subduction zone / Continental crust (>25 km)
322827,Thielsen,United States,Shield,,,Canada and Western USA,USA (Oregon),43.153,-122.065,2799,,Subduction zone / Continental crust (>25 km)
322828,Bailey,United States,Shield,,,Canada and Western USA,USA (Oregon),43.155,-122.219,2551,,Subduction zone / Continental crust (>25 km)
322829,Goose Nest,United States,Shield,,,Canada and Western USA,USA (Oregon),42.788,-122.154,2213,,Subduction zone / Continental crust (>25 km)
322830,Big Bunchgrass,United States,Pyroclastic cone,,,Canada and Western USA,USA (Oregon),42.703,-122.194,2024,,Subduction zone / Continental crust (>25 km)
322831,Imagination Peak,United States,Pyroclastic cone,,,Canada and Western USA,USA (Oregon),42.552,-122.201,1986,,Subduction zone / Continental crust (>25 km)
322832,Sprague River Valley,United States,Shield(s),,,Canada and Western USA,USA (Oregon),42.5,-121.5,1300,,Intraplate / Continental crust (>25 km)
322833,Pelican Butte,United States,Shield,,,Canada and Western USA,USA (Oregon),42.52,-122.13,2449,,Subduction zone / Continental crust (>25 km)
322834,McLoughlin,United States,Stratovolcano,,,Canada and Western USA,USA (Oregon),42.445,-122.315,2894,,Subduction zone / Continental crust (>25 km)
322835,Brown Mountain,United States,Shield,,,Canada and Western USA,USA (Oregon),42.365,-122.27,2228,,Subduction zone / Continental crust (>25 km)
322836,Silver Creek,United States,Volcanic field,,,Canada and Western USA,USA (Oregon),43.4,-119.5,1375,,Intraplate / Continental crust (>25 km)
322837,Saddle Butte,United States,Volcanic field,,,Canada and Western USA,USA (Oregon),43,-117.8,1700,,Rift zone / Continental crust (>25 km)
322838,Lava Butte,United States,Shield(s),,,Canada and Western USA,USA (Oregon),43.001,-117.422,1447,,Rift zone / Continental crust (>25 km)
322841,Mountain Lakes,United States,Volcanic field,,,Canada and Western USA,USA (Oregon),42.32,-122.08,2502,,Subduction zone / Continental crust (>25 km)
322842,Jackies Butte,United States,Volcanic field,,,Canada and Western USA,USA (Oregon),42.606,-117.589,1418,,Rift zone / Continental crust (>25 km)
323030,Brushy Butte,United States,Shield,,,Canada and Western USA,USA (California),41.178,-121.445,1168,,Subduction zone / Continental crust (>25 km)
323040,Twin Buttes,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (California),40.777,-121.591,1631,,Subduction zone / Continental crust (>25 km)
323050,Silver Lake,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (California),40.731,-121.841,1535,,Subduction zone / Continental crust (>25 km)
323060,Tumble Buttes,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (California),40.68,-121.55,2191,,Subduction zone / Continental crust (>25 km)
323090,Eagle Lake Field,United States,Fissure vent(s),,,Canada and Western USA,USA (California),40.63,-120.83,1652,,Subduction zone / Continental crust (>25 km)
323180,Coso Volcanic Field,United States,Lava dome(s),,,Canada and Western USA,USA (California),36.03,-117.82,2400,,Rift zone / Continental crust (>25 km)
323190,Lavic Lake,United States,Volcanic field,,,Canada and Western USA,USA (California),34.75,-116.625,1495,,Rift zone / Continental crust (>25 km)
323800,Copco Lake,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (California),41.97,-122.33,975,,Subduction zone / Continental crust (>25 km)
323801,Goosenest,United States,Shield,,,Canada and Western USA,USA (California),41.722,-122.22,2528,,Subduction zone / Continental crust (>25 km)
323802,Whaleback,United States,Shield,,,Canada and Western USA,USA (California),41.528,-122.14,2605,,Subduction zone / Continental crust (>25 km)
323803,Rainbow Mountain,United States,Stratovolcano,,,Canada and Western USA,USA (California),41.474,-121.956,2323,,Subduction zone / Continental crust (>25 km)
323804,Hackamore,United States,Volcanic field,,,Canada and Western USA,USA (California),41.67,-121.17,1703,,Subduction zone / Continental crust (>25 km)
323805,Big Cave,United States,Shield,,,Canada and Western USA,USA (California),40.955,-121.365,1259,,Subduction zone / Continental crust (>25 km)
323806,Cinder Butte,United States,Shield,,,Canada and Western USA,USA (California),40.87,-121.49,1337,,Subduction zone / Continental crust (>25 km)
323807,Burney Mountain,United States,Lava dome(s),,,Canada and Western USA,USA (California),40.806,-121.628,2397,,Subduction zone / Continental crust (>25 km)
323808,Snow Mountain,United States,Stratovolcano,,,Canada and Western USA,USA (California),40.763,-121.798,2077,,Subduction zone / Continental crust (>25 km)
323809,Magee Peak,United States,Stratovolcano,,,Canada and Western USA,USA (California),40.698,-121.619,2647,,Subduction zone / Continental crust (>25 km)
323810,Blacks Mountain,United States,Shield,,,Canada and Western USA,USA (California),40.775,-121.191,2220,,Subduction zone / Continental crust (>25 km)
323811,Potato Butte,United States,Shield(s),,,Canada and Western USA,USA (California),40.63,-121.43,1532,,Subduction zone / Continental crust (>25 km)
323812,Latour Butte,United States,Lava cone,,,Canada and Western USA,USA (California),40.608,-121.709,2054,,Subduction zone / Continental crust (>25 km)
323813,Caribou,United States,Volcanic field,,,Canada and Western USA,USA (California),40.6,-121.15,2309,,Subduction zone / Continental crust (>25 km)
323814,Red Lake Mountain,United States,Pyroclastic cone,,,Canada and Western USA,USA (California),40.571,-121.594,2036,,Subduction zone / Continental crust (>25 km)
323815,Table Mountain,United States,Stratovolcano,,,Canada and Western USA,USA (California),40.557,-121.55,2097,,Subduction zone / Continental crust (>25 km)
323816,Black Butte,United States,Pyroclastic cone,,,Canada and Western USA,USA (California),40.45,-122,813,,Subduction zone / Continental crust (>25 km)
323817,Dittmar,United States,Stratovolcano,,,Canada and Western USA,USA (California),40.453,-121.347,2328,,Subduction zone / Continental crust (>25 km)
323818,Sifford Mountain,United States,Shield,,,Canada and Western USA,USA (California),40.416,-121.412,2149,,Subduction zone / Continental crust (>25 km)
323819,Maidu,United States,Stratovolcano,,,Canada and Western USA,USA (California),40.3,-121.62,2123,,Subduction zone / Continental crust (>25 km)
323820,Inskip Hill,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (California),40.341,-121.943,945,,Subduction zone / Continental crust (>25 km)
323821,Sutter Buttes,United States,Lava dome(s),,,Canada and Western USA,USA (California),39.206,-121.821,645,,Subduction zone / Continental crust (>25 km)
323822,Long Valley,United States,Caldera,,,Canada and Western USA,USA (California),37.7,-118.87,3390,,Rift zone / Continental crust (>25 km)
323823,Big Pine Volcanic Field,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (California),37.05,-118.25,1950,,Subduction zone / Continental crust (>25 km)
323824,Lava Mountains Volcanic Field,United States,Lava dome(s),,,Canada and Western USA,USA (California),35.5,-117.5,1510,,Unknown
323825,Cima Lava Field,United States,Volcanic field,,,Canada and Western USA,USA (California),35.27,-115.75,1509,,Rift zone / Continental crust (>25 km)
323826,Amboy,United States,Pyroclastic cone,,,Canada and Western USA,USA (California),34.55,-115.78,288,,Rift zone / Continental crust (>25 km)
323827,Pinto Basin-Salton Creek,United States,Volcanic field,,,Canada and Western USA,USA (California),33.9,-115.63,600,,Subduction zone / Continental crust (>25 km)
324800,Sinker Butte,United States,Shield,,,Canada and Western USA,USA (Idaho),43.25,-116.62,1012,,Rift zone / Continental crust (>25 km)
324801,Mountain Home-Kuna Lava Field,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (Idaho),43.2,-115.98,1040,,Subduction zone / Continental crust (>25 km)
324802,"Grande, Cerro",United States,Fissure vent(s),,,Canada and Western USA,USA (Idaho),43.45,-112.83,0,,Rift zone / Continental crust (>25 km)
324803,Blackfoot Lava Field,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (Idaho),42.85,-111.75,2185,,Intraplate / Continental crust (>25 km)
324804,Menan Buttes,United States,Tuff cone(s),,,Canada and Western USA,USA (Idaho),43.78,-111.97,1713,,Rift zone / Continental crust (>25 km)
325802,Leucite Hills,United States,Volcanic field,,,Canada and Western USA,USA (Wyoming),41.8,-108.9,0,,Rift zone / Continental crust (>25 km)
326800,Buffalo Valley,United States,Volcanic field,,,Canada and Western USA,USA (Nevada),40.35,-117.3,1750,,Rift zone / Continental crust (>25 km)
326801,Steamboat Springs,United States,Lava dome(s),,,Canada and Western USA,USA (Nevada),39.375,-119.72,1415,,Rift zone / Continental crust (>25 km)
326802,Aurora-Bodie,United States,Volcanic field,,,Canada and Western USA,USA (Nevada),38.32,-118.88,2365,,Rift zone / Continental crust (>25 km)
326803,Lunar Crater,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (Nevada),38.48,-115.97,2255,,Rift zone / Continental crust (>25 km)
326804,Clayton Valley,United States,Pyroclastic cone,,,Canada and Western USA,USA (Nevada),37.82,-117.62,1490,,Rift zone / Continental crust (>25 km)
326805,Crater Flat,United States,Volcanic field,,,Canada and Western USA,USA (Nevada),36.77,-116.55,1128,,Rift zone / Continental crust (>25 km)
326810,Sheldon-Antelope,United States,Volcanic field,,,Canada and Western USA,USA (Nevada),41.8,-119.1,0,,Rift zone / Continental crust (>25 km)
327010,Santa Clara,United States,Volcanic field,,,Canada and Western USA,USA (Utah),37.257,-113.625,1465,,Rift zone / Continental crust (>25 km)
327030,Bald Knoll,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (Utah),37.328,-112.408,2135,,Rift zone / Continental crust (>25 km)
327800,Kolob,United States,Volcanic field,,,Canada and Western USA,USA (Utah),37.33,-113.12,2727,,Rift zone / Continental crust (>25 km)
327801,Mineral Mountains-Cove Fort,United States,Volcanic field,,,Canada and Western USA,USA (Utah),38.58,-112.67,2770,,Rift zone / Continental crust (>25 km)
327802,Smelter Knolls,United States,Lava dome(s),,,Canada and Western USA,USA (Utah),39.434,-112.857,1555,,Rift zone / Continental crust (>25 km)
327803,Fumarole Butte,United States,Shield,,,Canada and Western USA,USA (Utah),39.616,-112.803,1609,,Rift zone / Continental crust (>25 km)
327810,Potrillo Volcanic Field,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (New Mexico),31.98,-107.13,1695,,Unknown
327811,Jornada del Muerto,United States,Shield,,,Canada and Western USA,USA (New Mexico),33.53,-106.87,1555,,Rift zone / Continental crust (>25 km)
327813,Lucero,United States,Volcanic field,,,Canada and Western USA,USA (New Mexico),34.42,-107.2,2395,,Rift zone / Continental crust (>25 km)
327814,Taylor Volcanic Field,United States,Stratovolcano,,,Canada and Western USA,USA (New Mexico),35.33,-107.45,3460,,Unknown
327815,Cat Hills,United States,Volcanic field,,,Canada and Western USA,USA (New Mexico),34.83,-106.83,1750,,Rift zone / Continental crust (>25 km)
327816,Albuquerque,United States,Volcanic field,,,Canada and Western USA,USA (New Mexico),35.12,-106.75,1800,,Rift zone / Continental crust (>25 km)
327817,Valles Caldera,United States,Caldera,,,Canada and Western USA,USA (New Mexico),35.908,-106.517,3441,,Rift zone / Continental crust (>25 km)
327818,Taos Plateau,United States,Volcanic field,,,Canada and Western USA,USA (New Mexico),36.83,-105.83,3087,,Rift zone / Continental crust (>25 km)
327819,Ocate,United States,Volcanic field,,,Canada and Western USA,USA (New Mexico),36.12,-104.75,3000,,Rift zone / Continental crust (>25 km)
327820,Raton-Clayton,United States,Volcanic field,,,Canada and Western USA,USA (New Mexico),36.42,-104.08,3350,,Rift zone / Continental crust (>25 km)
328800,McCoy,United States,Pyroclastic cone(s),,,Canada and Western USA,USA (Colorado),39.97,-106.7,2402,,Rift zone / Continental crust (>25 km)
328801,Willow Peak,United States,Pyroclastic cone,,,Canada and Western USA,USA (Colorado),39.662,-107.17,3061,,Rift zone / Continental crust (>25 km)
329801,Sentinel Plain,United States,Volcanic field,,,Canada and Western USA,USA (Arizona),32.8,-113.2,160,,Rift zone / Continental crust (>25 km)
329802,Springerville Volcanic Field,United States,Volcanic field,,,Canada and Western USA,USA (Arizona),34.192,-109.629,3091,,Unknown
329803,San Carlos,United States,Volcanic field,,,Canada and Western USA,USA (Arizona),33.25,-110.25,1000,,Rift zone / Continental crust (>25 km)
329804,Geronimo,United States,Volcanic field,,,Canada and Western USA,USA (Arizona),32.5,-109.25,1300,,Rift zone / Continental crust (>25 km)
331025,Vance Segment,Undersea Features,Submarine,,,Hawaii and Pacific Ocean,Pacific Ocean (northern),45.3,-130.1,-1985,,Rift zone / Oceanic crust (< 15 km)
331033,Central Segment,Undersea Features,Submarine,,,Hawaii and Pacific Ocean,Pacific Ocean (northern),41.78,-127.109,-3300,,Rift zone / Intermediate crust (15-25 km)
331034,Phoenix Segment,Undersea Features,Submarine,,,Hawaii and Pacific Ocean,Pacific Ocean (northern),41.404,-127.38,-3000,,Rift zone / Intermediate crust (15-25 km)
332080,Kaena,United States,Submarine,,,Hawaii and Pacific Ocean,Hawaiian Islands,21.822,-158.772,-1200,,Intraplate / Oceanic crust (< 15 km)
332800,Kohala,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,20.08,-155.72,1668,,Intraplate / Oceanic crust (< 15 km)
332801,Kahoolawe,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,20.57,-156.57,450,,Intraplate / Oceanic crust (< 15 km)
332802,Mahukona,United States,Submarine,,,Hawaii and Pacific Ocean,Hawaiian Islands,20.17,-156.42,-1080,,Intraplate / Oceanic crust (< 15 km)
332803,West Maui,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,20.88,-156.6,1764,,Intraplate / Oceanic crust (< 15 km)
332804,Lanai,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,20.82,-156.85,1021,,Intraplate / Oceanic crust (< 15 km)
332805,East Molokai,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,21.12,-156.87,1506,,Intraplate / Oceanic crust (< 15 km)
332806,West Molokai,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,21.15,-157.17,418,,Intraplate / Oceanic crust (< 15 km)
332807,Koolau,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,21.37,-157.8,941,,Intraplate / Oceanic crust (< 15 km)
332808,Waianae,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,21.52,-158.15,1220,,Intraplate / Oceanic crust (< 15 km)
332809,Kauai,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,22.07,-159.5,1668,,Intraplate / Oceanic crust (< 15 km)
332810,Niihau,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,21.95,-160.08,390,,Intraplate / Oceanic crust (< 15 km)
332811,Kaula,United States,Shield,,,Hawaii and Pacific Ocean,Hawaiian Islands,21.67,-160.55,194,,Intraplate / Oceanic crust (< 15 km)
333800,Hiva Oa,France,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-9.78,-139.03,1067,,Intraplate / Oceanic crust (< 15 km)
333801,Fatu Hiva,France,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-10.47,-138.65,955,,Intraplate / Oceanic crust (< 15 km)
333802,Moorea,France,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-17.552,-149.823,1138,,Intraplate / Oceanic crust (< 15 km)
333803,Tahiti-Nui,France,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-17.696,-149.523,1631,,Intraplate / Oceanic crust (< 15 km)
333804,Tahiti-Iti,France,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-17.798,-149.237,1169,,Intraplate / Oceanic crust (< 15 km)
333805,Aitutaki,New Zealand,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-18.9,-159.77,124,,Intraplate / Oceanic crust (< 15 km)
333806,Rarotonga,New Zealand,Shield,,,Hawaii and Pacific Ocean,Pacific Ocean (central),-21.23,-159.75,639,,Intraplate / Oceanic crust (< 15 km)
